id,key,value,type
24425889,ele,1423,regular
24425889,natural,water,regular
24425889,source,bing,regular
24425923,SWBD_facc_code,bh080,regular
24425923,ele,982,regular
24425923,natural,water,regular
24425923,source,SWBD,regular
24425923,water,reservoir,regular
24425954,SWBD_facc_code,bh080,regular
24425954,ele,1001,regular
24425954,natural,water,regular
24425954,source,SWBD,regular
24426060,SWBD_facc_code,bh080,regular
24426060,ele,1196,regular
24426060,natural,water,regular
24426060,source,SWBD,regular
24426068,SWBD_facc_code,bh080,regular
24426068,ele,1129,regular
24426068,natural,water,regular
24426068,source,SWBD,regular
24426103,SWBD_facc_code,bh080,regular
24426103,ele,808,regular
24426103,natural,water,regular
24426103,source,SWBD,regular
24426108,ele,886,regular
24426108,natural,water,regular
24426114,SWBD_facc_code,bh080,regular
24426114,ele,1354,regular
24426114,natural,water,regular
24426114,source,SWBD,regular
24426200,SWBD_facc_code,bh080,regular
24426200,ele,910,regular
24426200,natural,water,regular
24426200,source,SWBD,regular
24426212,SWBD_facc_code,bh080,regular
24426212,ele,1255,regular
24426212,natural,water,regular
24426212,source,SWBD,regular
24426243,SWBD_facc_code,bh080,regular
24426243,ele,1392,regular
24426243,natural,water,regular
24426243,source,SWBD,regular
24426243,water,reservoir,regular
24426255,SWBD_facc_code,bh080,regular
24426255,ele,1418,regular
24426255,natural,water,regular
24426255,source,SWBD,regular
24426264,SWBD_facc_code,bh080,regular
24426264,ele,1235,regular
24426264,natural,water,regular
24426264,source,SWBD,regular
24426297,SWBD_facc_code,bh080,regular
24426297,ele,928,regular
24426297,natural,water,regular
24426297,source,SWBD,regular
24426310,SWBD_facc_code,bh080,regular
24426310,ele,978,regular
24426310,natural,water,regular
24426310,source,SWBD,regular
24426310,water,reservoir,regular
24426353,SWBD_facc_code,bh080,regular
24426353,ele,1398,regular
24426353,natural,water,regular
24426353,source,SWBD,regular
24426367,SWBD_facc_code,bh080,regular
24426367,code,BHA22700783,regular
24426367,ele,1062,regular
24426367,name,八河水库,regular
24426367,en,Bahe Reservoir,name
24426367,zh,八河水库,name
24426367,zh_pinyin,bāhé shuǐkù,name
24426367,natural,water,regular
24426367,source,SWBD,regular
24426416,SWBD_facc_code,bh080,regular
24426416,ele,1219,regular
24426416,natural,water,regular
24426416,source,SWBD,regular
24426434,SWBD_facc_code,bh080,regular
24426434,ele,1248,regular
24426434,natural,water,regular
24426434,source,SWBD,regular
24426475,SWBD_facc_code,bh080,regular
24426475,ele,977,regular
24426475,natural,water,regular
24426475,source,SWBD,regular
24426479,SWBD_facc_code,bh080,regular
24426479,ele,1254,regular
24426479,natural,water,regular
24426479,source,SWBD,regular
24426489,SWBD_facc_code,bh080,regular
24426489,ele,1310,regular
24426489,natural,water,regular
24426489,source,SWBD,regular
24426493,SWBD_facc_code,bh080,regular
24426493,ele,1001,regular
24426493,natural,water,regular
24426493,source,SWBD,regular
24426587,SWBD_facc_code,bh080,regular
24426587,ele,1410,regular
24426587,natural,water,regular
24426587,source,SWBD,regular
24426648,SWBD_facc_code,bh080,regular
24426648,ele,1493,regular
24426648,natural,water,regular
24426648,source,SWBD,regular
24426694,SWBD_facc_code,bh080,regular
24426694,ele,903,regular
24426694,natural,water,regular
24426694,source,SWBD,regular
24426707,place,island,regular
24426707,source,mapbox,regular
24426712,SWBD_facc_code,bh080,regular
24426712,ele,1491,regular
24426712,natural,water,regular
24426712,source,SWBD,regular
24426720,SWBD_facc_code,bh080,regular
24426720,ele,1403,regular
24426720,natural,water,regular
24426720,source,SWBD,regular
24426722,SWBD_facc_code,bh080,regular
24426722,ele,1203,regular
24426722,natural,water,regular
24426722,source,SWBD,regular
24426756,SWBD_facc_code,bh080,regular
24426756,ele,1093,regular
24426756,natural,water,regular
24426756,source,SWBD,regular
24426788,ele,720,regular
24426788,natural,water,regular
24426788,source,SWBD,regular
24426816,SWBD_facc_code,bh080,regular
24426816,ele,1307,regular
24426816,natural,water,regular
24426816,source,SWBD,regular
24426818,SWBD_facc_code,bh080,regular
24426818,ele,999,regular
24426818,natural,water,regular
24426818,source,SWBD,regular
24426818,water,reservoir,regular
24426855,SWBD_facc_code,bh080,regular
24426855,ele,1444,regular
24426855,natural,water,regular
24426855,source,SWBD,regular
24426863,SWBD_facc_code,bh080,regular
24426863,ele,1089,regular
24426863,natural,water,regular
24426863,source,SWBD,regular
24426863,water,reservoir,regular
24426926,SWBD_facc_code,bh080,regular
24426926,ele,1323,regular
24426926,natural,water,regular
24426926,source,SWBD,regular
24426942,SWBD_facc_code,bh080,regular
24426942,ele,905,regular
24426942,natural,water,regular
24426942,source,SWBD,regular
24426996,SWBD_facc_code,bh080,regular
24426996,ele,1305,regular
24426996,natural,water,regular
24426996,source,SWBD,regular
24427057,SWBD_facc_code,bh080,regular
24427057,ele,895,regular
24427057,natural,water,regular
24427057,source,SWBD,regular
24427078,SWBD_facc_code,bh080,regular
24427078,ele,1059,regular
24427078,natural,water,regular
24427078,source,SWBD,regular
24427079,SWBD_facc_code,bh080,regular
24427079,ele,1348,regular
24427079,natural,water,regular
24427079,source,SWBD,regular
24427113,SWBD_facc_code,bh080,regular
24427113,ele,976,regular
24427113,natural,water,regular
24427113,source,SWBD,regular
24427113,water,reservoir,regular
24427151,SWBD_facc_code,bh080,regular
24427151,ele,1198,regular
24427151,natural,water,regular
24427151,source,SWBD,regular
24427168,SWBD_facc_code,bh080,regular
24427168,ele,1168,regular
24427168,natural,water,regular
24427168,source,SWBD,regular
24427194,SWBD_facc_code,bh080,regular
24427194,ele,1195,regular
24427194,natural,water,regular
24427194,source,SWBD,regular
24427194,water,reservoir,regular
24427203,SWBD_facc_code,bh080,regular
24427203,ele,817,regular
24427203,natural,water,regular
24427203,source,SWBD,regular
24427312,SWBD_facc_code,bh080,regular
24427312,ele,1209,regular
24427312,natural,water,regular
24427312,source,SWBD; Sentinel-2,regular
24427393,source,Sentinel-2,regular
24427435,SWBD_facc_code,bh080,regular
24427435,ele,933,regular
24427435,natural,water,regular
24427435,source,SWBD,regular
24427441,SWBD_facc_code,bh080,regular
24427441,ele,982,regular
24427441,natural,water,regular
24427441,source,SWBD,regular
24427448,SWBD_facc_code,bh080,regular
24427448,ele,899,regular
24427448,natural,water,regular
24427448,source,SWBD,regular
24427448,water,reservoir,regular
24427460,SWBD_facc_code,bh080,regular
24427460,ele,1643,regular
24427460,natural,water,regular
24427460,source,SWBD,regular
24427478,SWBD_facc_code,bh080,regular
24427478,ele,1278,regular
24427478,natural,water,regular
24427478,source,SWBD,regular
24427497,SWBD_facc_code,bh080,regular
24427497,ele,1238,regular
24427497,natural,water,regular
24427497,source,SWBD,regular
24427521,SWBD_facc_code,bh080,regular
24427521,ele,1175,regular
24427521,natural,water,regular
24427521,source,SWBD,regular
24427527,SWBD_facc_code,bh080,regular
24427527,ele,1099,regular
24427527,natural,water,regular
24427527,source,SWBD,regular
24427545,SWBD_facc_code,bh080,regular
24427545,ele,1040,regular
24427545,natural,water,regular
24427545,source,SWBD,regular
24427548,SWBD_facc_code,bh080,regular
24427548,ele,1289,regular
24427548,natural,water,regular
24427548,source,SWBD,regular
24427585,SWBD_facc_code,bh080,regular
24427585,ele,1156,regular
24427585,natural,water,regular
24427585,source,SWBD,regular
24427604,SWBD_facc_code,bh080,regular
24427604,ele,884,regular
24427604,natural,water,regular
24427604,source,SWBD,regular
24427605,SWBD_facc_code,bh080,regular
24427605,ele,1546,regular
24427605,natural,water,regular
24427605,source,SWBD,regular
24427609,SWBD_facc_code,bh080,regular
24427609,ele,1328,regular
24427609,natural,water,regular
24427609,source,SWBD,regular
24427619,SWBD_facc_code,bh080,regular
24427619,ele,1162,regular
24427619,natural,water,regular
24427619,source,SWBD,regular
24427641,SWBD_facc_code,bh080,regular
24427641,ele,1491,regular
24427641,natural,water,regular
24427641,source,SWBD,regular
24427652,SWBD_facc_code,bh080,regular
24427652,ele,1684,regular
24427652,natural,water,regular
24427652,source,SWBD,regular
24427672,SWBD_facc_code,bh080,regular
24427672,ele,1158,regular
24427672,natural,water,regular
24427672,source,SWBD,regular
24427675,SWBD_facc_code,bh080,regular
24427675,ele,829,regular
24427675,natural,water,regular
24427675,source,SWBD,regular
24427678,SWBD_facc_code,bh080,regular
24427678,ele,915,regular
24427678,natural,water,regular
24427678,source,SWBD,regular
24427728,SWBD_facc_code,bh080,regular
24427728,ele,1310,regular
24427728,natural,water,regular
24427728,source,SWBD,regular
24427747,SWBD_facc_code,bh080,regular
24427747,ele,942,regular
24427747,natural,water,regular
24427747,source,SWBD,regular
24427761,SWBD_facc_code,bh080,regular
24427761,ele,1236,regular
24427761,natural,water,regular
24427761,source,SWBD,regular
24427800,SWBD_facc_code,bh080,regular
24427800,ele,851,regular
24427800,natural,water,regular
24427800,source,SWBD,regular
24427801,SWBD_facc_code,bh080,regular
24427801,ele,1178,regular
24427801,natural,water,regular
24427801,source,SWBD,regular
25163304,admin_level,4,regular
25163304,boundary,administrative,regular
25163304,name,云南贵州边界,regular
25163304,en,Boundary Guizhou - Yunnan,name
25163304,zh,云南贵州边界,name
36661742,waterway,river,regular
39482056,highway,secondary,regular
39482056,source,GPS,regular
39482059,highway,primary,regular
39482059,name,宝山北路,regular
39482059,oneway,yes,regular
39482067,highway,road,regular
39482067,source,GPS,regular
39482071,highway,trunk,regular
39482071,int_name,Guanxing Hwy,regular
39482071,name,关兴公路,regular
39482071,source,GPS,regular
49419742,highway,secondary,regular
49419742,source,GPS,regular
49419816,alt_name,㵲水;无阳河,regular
49419816,en,Wushui;Wu River,alt_name
49419816,zh_pinyin,wŭ shuĭ,alt_name
49419816,boat,no,regular
49419816,code,AFF12306,regular
49419816,name,㵲阳河,regular
49419816,en,Wuyang River,name
49419816,zh,㵲阳河,name
49419816,zh_pinyin,wúyáng hé,name
49419816,nsdi_code,FG2404,regular
49419816,source,Yahoo,regular
49419816,waterway,river,regular
49419816,zhb_code,11FH111000,regular
49419822,alt_name,㵲水;无阳河,regular
49419822,en,Wushui;Wu River,alt_name
49419822,zh_pinyin,wŭ shuĭ,alt_name
49419822,boat,no,regular
49419822,code,AFF12306,regular
49419822,name,㵲阳河,regular
49419822,en,Wuyang River,name
49419822,zh,㵲阳河,name
49419822,zh_pinyin,wúyáng hé,name
49419822,nsdi_code,FG2404,regular
49419822,source,Yahoo,regular
49419822,waterway,river,regular
49419822,zhb_code,11FH111000,regular
49419828,alt_name,㵲水;无阳河,regular
49419828,en,Wushui;Wu River,alt_name
49419828,zh_pinyin,wŭ shuĭ,alt_name
49419828,boat,no,regular
49419828,code,AFF12306,regular
49419828,name,㵲阳河,regular
49419828,en,Wuyang River,name
49419828,zh,㵲阳河,name
49419828,zh_pinyin,wúyáng hé,name
49419828,nsdi_code,FG2404,regular
49419828,source,Yahoo,regular
49419828,waterway,river,regular
49419828,zhb_code,11FH111000,regular
49419858,alt_name,㵲水;无阳河,regular
49419858,en,Wushui;Wu River,alt_name
49419858,zh_pinyin,wŭ shuĭ,alt_name
49419858,boat,no,regular
49419858,code,AFF12306,regular
49419858,name,㵲阳河,regular
49419858,en,Wuyang River,name
49419858,zh,㵲阳河,name
49419858,zh_pinyin,wúyáng hé,name
49419858,nsdi_code,FG2404,regular
49419858,source,Yahoo,regular
49419858,waterway,river,regular
49419858,zhb_code,11FH111000,regular
49419863,alt_name,㵲水;无阳河,regular
49419863,en,Wushui;Wu River,alt_name
49419863,zh_pinyin,wŭ shuĭ,alt_name
49419863,boat,no,regular
49419863,code,AFF12306,regular
49419863,name,㵲阳河,regular
49419863,en,Wuyang River,name
49419863,zh,㵲阳河,name
49419863,zh_pinyin,wúyáng hé,name
49419863,nsdi_code,FG2404,regular
49419863,source,Yahoo,regular
49419863,waterway,river,regular
49419863,zhb_code,11FH111000,regular
49420277,electrified,contact_line,regular
49420277,frequency,50,regular
49420277,gauge,1435,regular
49420277,railway,rail,regular
49420277,source,GPS,regular
49420277,usage,main,regular
49420277,voltage,25000,regular
49420376,alt_name,清水江,regular
49420376,en,Qingshui River,alt_name
49420376,zh_pinyin,qīngshuǐ jiāng,alt_name
49420376,boat,yes,regular
49420376,code,AFF12106,regular
49420376,name,清水河,regular
49420376,en,Qingshui River,name
49420376,zh,清水河,name
49420376,zh_pinyin,qīngshuĭ hé,name
49420376,nsdi_code,FG0303,regular
49420376,source,Yahoo,regular
49420376,waterway,river,regular
49420376,zhb_code,11FH100000,regular
49420389,alt_name,清水江,regular
49420389,en,Qingshui River,alt_name
49420389,zh_pinyin,qīngshuǐ jiāng,alt_name
49420389,boat,yes,regular
49420389,code,AFF12106,regular
49420389,name,清水河,regular
49420389,en,Qingshui River,name
49420389,zh,清水河,name
49420389,zh_pinyin,qīngshuĭ hé,name
49420389,nsdi_code,FG0303,regular
49420389,source,Yahoo,regular
49420389,waterway,river,regular
49420389,zhb_code,11FH100000,regular
49423213,boat,no,regular
49423213,source,Yahoo,regular
49423213,waterway,river,regular
49431318,highway,primary,regular
49431318,ref,S308,regular
49431318,source,GPS,regular
49431336,highway,primary,regular
49431336,ref,S308,regular
49431336,source,GPS,regular
49431337,highway,tertiary,regular
49431337,source,GPS,regular
49431338,highway,primary,regular
49431338,ref,S308,regular
49431338,source,GPS,regular
49431339,highway,primary,regular
49431339,ref,S308,regular
49431339,source,GPS,regular
49431340,highway,primary,regular
49431340,ref,S308,regular
49431340,source,GPS,regular
49431341,highway,secondary,regular
49431341,source,GPS,regular
49431342,highway,tertiary,regular
49431342,source,GPS,regular
49431344,highway,secondary,regular
49431344,source,GPS,regular
49431345,highway,primary,regular
49431345,ref,S308,regular
49431345,source,GPS,regular
49431347,highway,primary,regular
49431347,name,环城东路,regular
49431347,ref,G320,regular
49431347,source,GPS,regular
49431348,highway,primary,regular
49431348,ref,S308,regular
49431348,source,GPS,regular
49431349,highway,secondary,regular
49431349,source,GPS,regular
49431350,highway,secondary,regular
49431350,source,GPS,regular
49431351,highway,primary,regular
49431351,ref,G320,regular
49431351,source,GPS,regular
49431654,boat,no,regular
49431654,code,AFF12126,regular
49431654,name,巴拉河,regular
49431654,en,Bala River,name
49431654,zh,巴拉河,name
49431654,zh_pinyin,bālā hé,name
49431654,nsdi_code,FG1905,regular
49431654,source,Yahoo,regular
49431654,waterway,river,regular
49431654,zhb_code,11FH100200,regular
49431661,boat,no,regular
49431661,code,AFF12126,regular
49431661,name,巴拉河,regular
49431661,en,Bala River,name
49431661,zh,巴拉河,name
49431661,zh_pinyin,bālā hé,name
49431661,nsdi_code,FG1905,regular
49431661,source,Yahoo,regular
49431661,waterway,river,regular
49431661,zhb_code,11FH100200,regular
49431668,boat,no,regular
49431668,code,AFF12126,regular
49431668,name,巴拉河,regular
49431668,en,Bala River,name
49431668,zh,巴拉河,name
49431668,zh_pinyin,bālā hé,name
49431668,nsdi_code,FG1905,regular
49431668,source,landsat,regular
49431668,waterway,river,regular
49431668,zhb_code,11FH100200,regular
50427395,electrified,contact_line,regular
50427395,frequency,50,regular
50427395,gauge,1435,regular
50427395,name,湘黔线,regular
50427395,en,Xiangqian Line,name
50427395,note,gps with breaks,regular
50427395,railway,rail,regular
50427395,source,GPS,regular
50427395,usage,main,regular
50427395,voltage,25000,regular
50427399,aeroway,runway,regular
50427399,ref,01/19,regular
50427402,electrified,contact_line,regular
50427402,frequency,50,regular
50427402,gauge,1435,regular
50427402,railway,rail,regular
50427402,source,GPS,regular
50427402,usage,main,regular
50427402,voltage,25000,regular
50427403,bridge,yes,regular
50427403,electrified,contact_line,regular
50427403,frequency,50,regular
50427403,gauge,1435,regular
50427403,layer,1,regular
50427403,railway,rail,regular
50427403,source,GPS,regular
50427403,usage,main,regular
50427403,voltage,25000,regular
50427404,bridge,yes,regular
50427404,electrified,contact_line,regular
50427404,frequency,50,regular
50427404,gauge,1435,regular
50427404,layer,1,regular
50427404,railway,rail,regular
50427404,source,GPS,regular
50427404,usage,main,regular
50427404,voltage,25000,regular
52068832,highway,primary,regular
52068832,int_ref,G320,regular
52068832,ref,G320,regular
52068832,source,GPS,regular
52068833,highway,primary,regular
52068833,int_ref,G320,regular
52068833,ref,G320,regular
52068833,source,GPS,regular
52068843,highway,primary,regular
52068843,int_ref,G320,regular
52068843,ref,G320,regular
52068843,source,GPS,regular
52068859,highway,primary,regular
52068859,int_ref,G320,regular
52068859,ref,G320,regular
52068859,source,GPS,regular
52068864,highway,primary,regular
52068864,int_ref,G320,regular
52068864,ref,G320,regular
52068864,source,GPS,regular
52068872,highway,primary,regular
52068872,int_ref,G320,regular
52068872,ref,G320,regular
52068872,source,GPS,regular
52068881,highway,primary,regular
52068881,int_ref,G320,regular
52068881,ref,G320,regular
52068881,source,GPS,regular
52068890,highway,primary,regular
52068890,int_ref,G320,regular
52068890,ref,G320,regular
52068890,source,GPS,regular
52068898,highway,secondary,regular
52068898,name,关兴公路,regular
52068898,ref,S309,regular
52068898,source,GPS,regular
52068903,highway,primary,regular
52068903,int_ref,G320,regular
52068903,ref,G320,regular
52068903,source,GPS,regular
52068905,highway,primary,regular
52068905,int_ref,G320,regular
52068905,ref,G320,regular
52068905,source,GPS,regular
52068906,highway,primary,regular
52068906,int_ref,G320,regular
52068906,ref,G320,regular
52068906,source,GPS,regular
52068911,highway,primary,regular
52068911,int_ref,G320,regular
52068911,name,贵黄公路,regular
52068911,ref,G320,regular
52068911,source,GPS,regular
52068916,highway,secondary,regular
52068916,oneway,yes,regular
52068916,source,GPS,regular
52068918,highway,secondary,regular
52068918,oneway,yes,regular
52068918,ref,S209,regular
52068918,source,Bing,regular
52068920,highway,primary,regular
52068920,int_ref,G320,regular
52068920,lanes,2,regular
52068920,name,贵黄公路,regular
52068920,oneway,yes,regular
52068920,ref,G320,regular
52068920,source,Mapbox,regular
52068921,highway,primary,regular
52068921,int_ref,G320,regular
52068921,lanes,3,regular
52068921,name,黄果树大街,regular
52068921,oneway,yes,regular
52068921,ref,G320,regular
52068923,highway,primary,regular
52068923,name,花溪大道,regular
52068923,oneway,yes,regular
52068931,highway,motorway,regular
52068931,int_ref,AH3,regular
52068931,lanes,2,regular
52068931,name,贵新高速,regular
52068931,oneway,yes,regular
52068931,ref,G60 G75 G76,regular
52068937,highway,motorway,regular
52068937,int_ref,AH3,regular
52068937,lanes,2,regular
52068937,name,凯麻高速,regular
52068937,oneway,yes,regular
52068937,ref,G60,regular
52068937,source,GPS,regular
52068939,highway,primary,regular
52068939,ref,G320 S308,regular
52068939,source,GPS,regular
52068940,highway,trunk,regular
52068940,int_ref,G320,regular
52068940,ref,G320,regular
52068940,source,GPS,regular
52068941,highway,trunk,regular
52068941,int_ref,G320,regular
52068941,ref,G320,regular
52068941,source,GPS,regular
52068942,bridge,yes,regular
52068942,highway,trunk,regular
52068942,int_ref,G320,regular
52068942,layer,1,regular
52068942,ref,G320,regular
52068942,source,GPS,regular
52068943,highway,primary,regular
52068943,int_ref,G320,regular
52068943,ref,G320,regular
52068943,source,GPS,regular
54536272,alt_name,石矸河,regular
54536272,en,Shigan River,alt_name
54536272,zh_pinyin,shígān hé,alt_name
54536272,boat,no,regular
54536272,code,AFE19006,regular
54536272,name,石阡河,regular
54536272,en,Shiqian River,name
54536272,zh,石阡河,name
54536272,zh_pinyin,shíqiān hé,name
54536272,nsdi_code,FF1905,regular
54536272,source,Yahoo,regular
54536272,waterway,river,regular
54536272,zhb_code,11FG170000,regular
54537184,boat,no,regular
54537184,code,AFE00006,regular
54537184,int_name,Wu Jiang,regular
54537184,name,乌江,regular
54537184,en,Wu River,name
54537184,zh,乌江,name
54537184,zh_pinyin,wū jiāng,name
54537184,nsdi_code,FF0303,regular
54537184,source,Yahoo,regular
54537184,waterway,river,regular
54537184,zhb_code,11FG000000,regular
54537509,boat,no,regular
54537509,code,AFE17006,regular
54537509,name,余庆河,regular
54537509,en,Yuqing River,name
54537509,zh,余庆河,name
54537509,zh_pinyin,yúqìng hé,name
54537509,nsdi_code,FF1705,regular
54537509,source,Yahoo,regular
54537509,waterway,river,regular
54537509,zhb_code,11FG150000,regular
56301889,highway,tertiary,regular
56301889,source,GPS,regular
56301894,highway,tertiary,regular
56301894,source,GPS,regular
56301895,highway,unclassified,regular
56301895,source,GPS,regular
56301896,highway,primary,regular
56301896,lanes,2,regular
56301896,name,观山东路,regular
56301896,oneway,yes,regular
56301897,highway,tertiary,regular
56301897,source,GPS,regular
56301898,highway,primary_link,regular
56301898,oneway,yes,regular
56301899,highway,primary,regular
56301899,oneway,yes,regular
56301899,roundabout,yes,regular
56301899,source,GPS,regular
56301900,highway,secondary,regular
56301900,source,GPS,regular
56301901,highway,primary,regular
56301901,ref,S107,regular
56301901,source,GPS,regular
56301903,highway,tertiary,regular
56301903,source,GPS,regular
56301904,bridge,yes,regular
56301904,highway,primary,regular
56301904,lanes,2,regular
56301904,name,观山东路,regular
56301904,oneway,yes,regular
56301905,highway,secondary,regular
56301905,junction,roundabout,regular
56301905,landuse,grass,regular
56301905,source,GPS,regular
56301906,highway,tertiary,regular
56301906,source,GPS,regular
56301907,highway,tertiary,regular
56301907,source,GPS,regular
56301908,highway,secondary,regular
56301908,source,GPS,regular
56301909,highway,tertiary,regular
56301909,source,GPS,regular
56862355,source,Lakewalker / Landsat,regular
56862364,highway,residential,regular
56862364,source,Mapbox,regular
56862384,source,Lakewalker / Landsat,regular
56862400,source,Lakewalker / Landsat,regular
56862421,source,Lakewalker / Landsat,regular
56874399,source,landsat,regular
56874400,source,landsat,regular
56874402,source,landsat,regular
56874406,source,landsat,regular
56874408,source,landsat,regular
56874409,source,landsat,regular
56874411,source,landsat,regular
56874416,source,landsat,regular
56874418,source,landsat,regular
56902263,source,Lakewalker / Landsat,regular
56902278,highway,secondary,regular
56902278,source,GPS,regular
56902300,source,Lakewalker / Landsat,regular
56902319,highway,secondary,regular
56902319,source,GPS,regular
56902330,source,Lakewalker / Landsat,regular
56902340,highway,secondary,regular
56902340,source,GPS,regular
56902358,route,ferry,regular
56902358,source,GPS,regular
56902370,highway,secondary,regular
56902370,source,GPS,regular
56902396,highway,unclassified,regular
56902396,source,GPS,regular
56902410,source,Lakewalker / Landsat,regular
56906751,boat,no,regular
56906751,code,AFE12006,regular
56906751,int_name,Maotiao He,regular
56906751,layer,-1,regular
56906751,name,猫跳河,regular
56906751,en,Maotiao River,name
56906751,zh,猫跳河,name
56906751,zh_pinyin,māotiào hé,name
56906751,source,Yahoo,regular
56906751,tunnel,yes,regular
56906751,waterway,river,regular
56907016,boat,no,regular
56907016,source,landsat,regular
56907016,waterway,river,regular
57007912,highway,tertiary,regular
57007912,source,GPS,regular
65253360,highway,primary,regular
65253360,ref,S308,regular
65253360,source,GPS,regular
65253361,highway,motorway_link,regular
65253361,oneway,yes,regular
65253361,source,GPS,regular
65253362,highway,primary,regular
65253362,name,环城东路,regular
65253362,ref,G320,regular
65253362,source,GPS,regular
65253514,highway,trunk,regular
65253514,int_ref,AH3,regular
65253514,name,贵新公路;清镇高速,regular
65253514,oneway,yes,regular
65253514,ref,G60,regular
65253514,source,bing,regular
65253917,highway,secondary,regular
65253917,lanes,3,regular
65253917,oneway,yes,regular
65253917,source,Bing,regular
65253918,highway,motorway,regular
65253918,int_ref,AH3,regular
65253918,name,清镇高速,regular
65253918,oneway,yes,regular
65253918,ref,G60,regular
65253918,source,GPS,regular
65253919,highway,motorway_link,regular
65253919,oneway,yes,regular
65253919,source,GPS,regular
65253920,highway,primary_link,regular
65253920,maxheight,2.5,regular
65253920,name,都司高架路,regular
65253920,oneway,yes,regular
66443860,highway,secondary,regular
66443860,ref,X014,regular
66443860,source,GPS,regular
66443887,bridge,yes,regular
66443887,highway,trunk_link,regular
66443887,layer,1,regular
66443887,oneway,yes,regular
66443898,highway,tertiary,regular
66443898,source,GPS,regular
66443910,highway,trunk,regular
66443910,lanes,3,regular
66443910,name,2nd Ring Road,regular
66443910,oneway,yes,regular
66443910,source,GPS,regular
66443923,highway,tertiary,regular
66443923,lanes,2,regular
66443923,name,浦江路,regular
66443923,oneway,yes,regular
